Date,AAPL,MSFT,GOOGL,JPM,XOM,JNJ,AMZN,BRK-B
2020-04-20,17061774,53405257,41729306,61675401,76437415,37863505,49965936,16511526
2020-04-21,79119240,39100993,58573912,58972162,31370946,73967373,30854136,73270595
2020-04-22,51344790,55360129,50079500,65443683,71388577,25676366,59964495,49328503
2020-04-23,35637778,24275707,79324598,58167333,64357330,29218985,72352547,26385564
2020-04-24,76910920,54149527,44780052,79709239,70362459,27307865,51928330,38400557
2020-04-27,21976610,22438096,29297708,37475454,29282774,18842996,17504696,40759289
2020-04-28,67097172,18053407,79898078,44067672,40974887,44882411,54203207,76869527
2020-04-29,66582280,44311119,59107492,63915413,19841712,29002207,54342658,16031232
2020-04-30,21210715,33194447,78305967,47216367,46292294,30517414,56282834,71235479
2020-05-01,42488445,75251437,44300601,24779110,72132904,25362907,28860333,43552761
2020-05-04,46335282,48962406,78721834,32117742,15401099,30866875,68786216,79975517
2020-05-05,40303302,68936372,68668661,32993949,52637372,26667878,52703106,64077323
2020-05-06,35020303,48276830,44140356,79931348,22910541,55872426,21007203,29871570
2020-05-07,32686927,21818922,22716492,54241885,32974061,15409759,52787608,76108607
2020-05-08,52266016,72179223,76964955,47354651,50541646,54996236,75348091,55114148
2020-05-11,55467715,61270592,26472170,28776030,22708098,76985998,20062819,18463357
2020-05-12,50174147,32929098,67467544,49419576,38102222,28275153,19741898,56878265
2020-05-13,67921958,55010614,36349746,77508915,23665394,35264038,47927282,24046375
2020-05-14,58570727,39895828,67748386,49972569,35860887,23396357,71668797,43998506
2020-05-15,21314768,74664387,21158382,67638954,69492659,30490678,16863247,38659381
2020-05-18,74680868,55553798,42873254,46070869,59670573,67768394,44977782,36724611
2020-05-19,40101670,17471321,75676934,47719252,74138055,27139167,71954165,73185806
2020-05-20,23815995,49254702,30049125,61003456,62447108,58612391,36334032,47803411
2020-05-21,55280883,40256241,50886559,60839012,69095549,41586771,63732605,79973995
2020-05-22,23064220,30393675,59568130,24368140,70129778,61366560,54022761,47892115
2020-05-25,77366515,53177374,47026685,62367764,36295678,78433127,36110039,68685109
2020-05-26,79848291,24449168,50480684,49077229,51457539,19608903,59519312,36189622
2020-05-27,64033339,79052448,17074278,44281160,44732557,44176562,21442799,45508476
2020-05-28,33321829,48746890,75739108,74711376,55571791,65972194,63693587,58178132
2020-05-29,33074854,47589147,36761142,20868590,78544727,60769540,63222933,69878217
2020-06-01,38912113,47250847,25533873,35274388,19284933,24450365,39760005,65026013
2020-06-02,39525886,70050560,36111381,26532766,54832694,22384930,54538182,60998871
2020-06-03,61573028,64254958,58023741,71891878,27042040,79940270,61884749,69745007
2020-06-04,64839731,45896091,49832775,41076730,17436126,27324173,44987850,38966774
2020-06-05,75874430,58866822,46849424,55206901,41522082,55335508,17809355,63733031
2020-06-08,67762173,27998017,51586547,39919381,59349646,21564462,42551341,41895998
2020-06-09,72770751,52451369,15690778,37166027,30608476,28817239,59298372,61241971
2020-06-10,45590972,41574615,52598496,32191615,49718274,27873744,31710532,62882983
2020-06-11,60038050,64987331,40343981,58949558,53985674,37592401,18500671,66546492
2020-06-12,51010502,54052395,41919721,22175173,19641154,76307105,17153619,75501413
2020-06-15,57432666,75697106,38411915,20884724,51450715,49878091,37879797,42013570
2020-06-16,48843291,19102553,67682607,62414415,62417161,36983491,65443062,30705180
2020-06-17,70339989,43266442,77549229,36226329,45659953,17463448,39974265,59678663
2020-06-18,79587277,59674343,74331965,22251204,31398255,29981793,27625998,46210908
2020-06-19,36526982,23434858,37736538,66061320,19273487,36349979,19043097,68804790
2020-06-22,78842020,60948234,21036207,70589549,73780538,64387519,48116768,38013769
2020-06-23,66877884,28474284,41395783,46133927,42321225,78682733,78519992,69418372
2020-06-24,30805013,58293890,28327766,40614605,20805344,68716810,45409342,32810762
2020-06-25,60944452,65806795,68675515,61578603,78447011,24412812,34865117,59881603
2020-06-26,62378941,62890626,71694121,47185790,65455492,17338299,61994455,21015408
2020-06-29,76011126,34794409,27344700,25550121,21658187,74118744,28825494,39095673
2020-06-30,57537345,77606106,67974448,79881885,45115768,39554598,45213320,57124450
2020-07-01,52811773,17112368,23181311,75727347,17431275,66535561,50698818,20356465
2020-07-02,69091482,42609269,46959674,45156915,21894604,25740503,60411961,73129447
2020-07-03,67959636,55373185,79577789,66479065,28783703,30383616,75619107,77118653
2020-07-06,30321333,15876336,16658332,46374900,42237803,62869948,24092015,45314487
2020-07-07,54031525,60773455,36228657,26190124,69268728,27039284,23360085,69522763
2020-07-08,57147406,38213953,75069907,75015132,71608607,74326104,37160909,20118036
2020-07-09,32279636,70229755,45464527,31938002,73714511,20602459,68204271,26733775
2020-07-10,59194441,20782197,70350416,78456046,31335839,75362403,67753948,69740692
2020-07-13,54083478,45869533,32548495,27912007,68253228,56952337,37343729,63442159
2020-07-14,67010809,28317715,73408466,17075414,22744996,45472709,29440911,70074558
2020-07-15,24426807,59228261,45427511,64153652,38424887,34789633,61243055,54117914
2020-07-16,32438118,26898651,19074999,47942697,65281827,38258178,26953633,21698467
2020-07-17,56116548,27697368,49217863,72930146,29727316,67362477,27181385,60456768
2020-07-20,66869760,26859039,23966309,71053726,22200622,45803527,75537286,56503936
2020-07-21,62246348,47308604,47138789,56437492,53205131,28237854,20824472,26457788
2020-07-22,67058324,61994185,66920052,33091746,65207026,49793263,26418906,61790421
2020-07-23,41535897,35849083,25193756,66241823,39170004,74331538,37802766,19150926
2020-07-24,44319409,38888169,28701736,72557177,54633979,46513585,26871583,60110515
2020-07-27,33463212,77632743,73972771,37278404,30032754,39800581,77759579,55623827
2020-07-28,45596308,63617184,18892825,64382927,25878996,21504514,67926088,71842946
2020-07-29,63774836,16418060,37130590,61871824,74632490,23249152,17345286,55024333
2020-07-30,35023633,36005303,51425515,54610527,30939965,45634667,48673210,58678536
2020-07-31,24091044,69560104,23998331,15121701,19176116,67174301,42149303,20254162
2020-08-03,42709612,64866101,70070027,25978041,46827845,74314238,70607631,31155687
2020-08-04,63890527,19639022,23671734,73011871,27581960,61834477,72651865,24500257
2020-08-05,29942371,71127908,38319440,69273279,51578752,43590482,41229730,73962976
2020-08-06,66683792,57091765,17644046,62192083,64611851,27623605,41624080,71033066
2020-08-07,16551330,40657039,65065992,70506543,59849849,71457407,32958998,38383716
2020-08-10,15971248,54552236,75696486,47305783,50850829,15419794,22464711,52507521
2020-08-11,19657851,67600341,27537769,66396289,47350597,45324040,21865153,56401882
2020-08-12,38472522,69255800,61910127,16433043,33325056,68022790,38294942,39905552
2020-08-13,20378750,39465875,60322635,44077102,58076949,43658541,31777400,15329649
2020-08-14,79247700,74628273,54958111,78818961,44007137,62987428,67917939,21579060
2020-08-17,17607411,74042154,54368536,21637056,44633079,37825905,71744633,77926715
2020-08-18,16693439,32462554,18763302,21789177,49555210,19652328,75735610,76746782
2020-08-19,33608310,68834063,66257745,48803356,64289474,49074868,29393208,57320190
2020-08-20,51991604,71666273,16983438,76521116,64287593,67423174,19004959,69357736
2020-08-21,31604953,64724575,36971167,73477266,45078653,54186824,23376924,38727749
2020-08-24,24447933,56997785,31290309,50645355,26260933,26043587,46513090,54447675
2020-08-25,55474307,16683032,32160825,50495143,17998277,18796568,37623111,70563635
2020-08-26,37700577,44998401,68436651,61681861,46465662,73862768,43511674,73328414
2020-08-27,67295219,37009867,67194730,66694955,40682067,40156811,62175169,71251714
2020-08-28,54096943,31520615,67842611,41989158,55743316,29968453,37970334,38011815
2020-08-31,27807931,20954632,63802978,47817713,71070401,18036753,52164989,69903234
2020-09-01,62612497,67449867,50307745,37702453,40705177,25166247,44148530,38060832
2020-09-02,46216359,67479833,67717797,78459949,55193502,64088020,59599600,38213171
2020-09-03,74317474,73765512,52036023,27099015,33888793,38440270,70229796,25550202
2020-09-04,18815144,72369097,75969141,71830039,17896695,40035903,50318931,71056844
2020-09-07,35213468,29919519,54320824,18218451,37191967,46081665,56231644,76245332
2020-09-08,31541107,57445304,17803005,51926453,21869001,61295223,57023568,22178559
2020-09-09,15817052,51900577,63877508,15190477,35833366,15700662,61323529,49581668
2020-09-10,42151781,74659951,58229393,24603204,20959417,39334184,50835752,25116815
2020-09-11,22596585,67515603,67596367,42101096,67294469,49217831,41748821,67623444
2020-09-14,31177172,74972646,20256583,54767847,34217558,19704250,41876165,64037559
2020-09-15,28302313,42381819,28553496,78214625,45184411,54106883,75716605,70070127
2020-09-16,21269324,65811457,26434079,73137467,71107632,42072671,67117994,27050999
2020-09-17,49982512,34427648,51598653,59510415,20713949,64996481,71195809,20792427
2020-09-18,24490536,19175282,69458201,64794246,40167999,46869549,65447390,53895244
2020-09-21,51075711,20455483,53652659,63648783,41487885,49831260,26158205,32359491
2020-09-22,39281104,38641763,26592789,53470214,34724708,60467713,52260150,15704990
2020-09-23,25488951,26906455,16661342,23567962,60769782,35941729,16824011,79768712
2020-09-24,27485000,50321845,31230378,37636109,77320095,50500285,46406091,22025007
2020-09-25,37897064,78058842,24208201,25806349,43895536,79835866,51844734,66093280
2020-09-28,17726016,51128129,43498615,61873771,17286113,34454069,25794383,33268068
2020-09-29,66575937,47532126,42639416,75113184,30946856,49144678,61741016,20953332
2020-09-30,15442939,52155384,70977460,71022560,27928171,77421547,76953941,72299300
2020-10-01,74772463,67302925,53773339,41582827,76109746,63261093,16325146,43031383
2020-10-02,35060188,46177921,51471365,50737363,28010965,60428433,35386391,56878872
2020-10-05,74024480,30211804,56265043,49606068,18607838,61755875,32547083,21523058
2020-10-06,69746121,54100942,40034884,55495982,60173126,50381778,73605044,17403752
2020-10-07,51266225,74664996,30780630,72947555,43676244,44343834,43096273,49770460
2020-10-08,45822201,76766811,38050888,21631430,39792335,71692012,17668844,74889082
2020-10-09,28135871,56450835,20573945,77506143,15558867,38019219,77481518,70914407
2020-10-12,62833019,21097020,19886202,42807983,37116650,65648980,49398287,23890162
2020-10-13,50873556,53908774,78539420,75733378,51323499,29976918,67519747,49352433
2020-10-14,69254875,16196311,74737039,25470822,65122798,79868061,52167755,69913390
2020-10-15,67404938,29510996,35684213,39690652,55419953,52971160,72702832,36726243
2020-10-16,62575798,44609865,28900845,24951767,37419218,27003038,48538464,59988878
2020-10-19,28331233,65473805,60213461,51202197,31817967,78618970,48504469,46966828
2020-10-20,63743175,65231140,38243967,34814469,66580895,74555937,48920446,34870523
2020-10-21,34296186,45760593,25315271,24373551,70683278,17655687,57235921,73872977
2020-10-22,69221525,25675927,32563002,78977687,43385732,40629202,44938741,72493267
2020-10-23,65120903,70119757,17427667,57298471,38831946,71387368,72841519,57825604
2020-10-26,50281840,29308001,20311154,30164469,44564878,46533593,37244960,25586257
2020-10-27,34578958,62322239,60983053,65346789,48323932,36697563,25194714,39930683
2020-10-28,76808528,30608121,21557734,36301577,18179249,33075199,65242281,18555495
2020-10-29,32832891,16462603,29509348,59860239,42798828,48822019,35580306,17211584
2020-10-30,71348502,58218069,49118321,56540810,40795267,36888222,24257199,64437970
2020-11-02,26952983,26409399,79823457,59758303,15988144,52355599,40881421,39481878
2020-11-03,47038060,48691077,15277834,18782700,55266403,53631986,35826008,28787289
2020-11-04,55991186,64795107,70838581,27872508,24428143,71006089,52018017,16493488
2020-11-05,66296836,45402220,54139488,18561669,20684054,32969765,55936279,41087196
2020-11-06,28137311,66983779,19730654,74294935,67615950,36170351,63692709,51741434
2020-11-09,31751531,49741269,44697658,67024800,64689709,73690057,24891259,45447422
2020-11-10,67492736,57285261,35671541,37750516,43662443,78088364,67149813,68902945
2020-11-11,39795222,30116926,58681707,79076671,66129282,63969160,45403158,76896637
2020-11-12,50874916,59378959,70710753,78057330,65703199,73970534,38787268,33083375
2020-11-13,19105223,58122620,26675889,34114315,75728521,23537187,20592811,46602493
2020-11-16,59766028,56399651,68576646,78525559,19169895,70310322,48016954,73076433
2020-11-17,44084871,65385335,18998585,22155738,41873445,27926841,16388963,47536257
2020-11-18,43634616,61992088,51370544,50499173,26624533,79089827,18628597,21974203
2020-11-19,65819158,62293535,21900725,64547581,24479821,18403154,52771479,57549018
2020-11-20,71686634,34267488,48495357,76570321,78588286,69823487,74563427,23751365
2020-11-23,26963776,55397740,78543318,41049918,43808016,18704187,60732548,31390630
2020-11-24,56164396,48321123,16732141,59607852,39141524,37465042,49548262,53185413
2020-11-25,37572466,36950611,44449015,60657190,25304562,36872971,57974149,77339514
2020-11-26,52609879,51183569,31072326,66155903,21208623,44105469,59924780,38375109
2020-11-27,64896930,28187365,41001368,28178358,19007374,53662796,72277667,67320798
2020-11-30,67005527,77595266,25627772,63068428,48710079,16945112,66592428,28382760
2020-12-01,33557968,30614614,79808578,41198388,60523385,73573539,29710403,16689575
2020-12-02,29501508,19776415,65015226,21004327,71309312,41440792,24471305,68854557
2020-12-03,51847763,42205484,57229669,74901853,78914327,28104731,74156467,34227447
2020-12-04,28457684,42185274,72236691,23962292,46843510,17339326,78884096,31654773
2020-12-07,69096103,30213967,30197601,24807664,41343926,40255977,64659348,79419796
2020-12-08,55808249,78421114,71466544,51732072,60596491,47378662,26453095,71893608
2020-12-09,52889950,25359748,30487103,62242867,40627657,22556484,20284326,18682027
2020-12-10,45981347,38985603,76057899,23902284,78592941,38316560,39366628,77955281
2020-12-11,40568906,72223828,50188893,57433953,27461289,28194350,20369410,62967574
2020-12-14,23589747,52416039,63492304,70618915,79372009,42352340,28021806,40988325
2020-12-15,53777230,26917042,60949754,47438749,47803059,41330325,46450526,16363990
2020-12-16,35681938,35901606,25403209,50930236,70576060,69535910,62075546,56954267
2020-12-17,36992838,17656222,25205026,20550616,42782494,46385393,30440592,22379619
2020-12-18,26135474,63189133,77667603,34507905,76968650,72811449,62659388,78500568
2020-12-21,72211419,58070149,78672831,29681983,50309173,16135736,77224470,46370758
2020-12-22,62637042,69765963,51442001,20023331,49684559,25239109,31860620,60419217
2020-12-23,24596394,62375247,50301420,73860945,21460284,77039857,24747246,21629628
2020-12-24,40258425,66885392,44510763,73140164,27130504,44643471,20339546,76133203
2020-12-25,34952900,52821420,70228634,63267794,70426381,39903617,36480114,74033732
2020-12-28,26772676,54247446,49574778,66617449,36701522,25724722,74957139,36171473
2020-12-29,32406301,56675917,63951101,19070161,66283358,75752128,75299245,48360489
2020-12-30,25348533,25176828,67218170,48788157,78753160,38496376,66618804,61031079
2020-12-31,76730143,77731974,54078064,21568056,52861859,16865501,55622604,44141536
2021-01-01,41683911,20459501,18119331,66489823,76547956,64918905,60478334,58200590
2021-01-04,79623935,56129759,47442046,73544788,43205030,43622698,60058347,68077026
2021-01-05,25401929,19013582,22301078,76949705,39516853,75841139,41917271,32418734
2021-01-06,37849061,17872875,19003487,74544612,47593753,34012516,62419004,29099565
2021-01-07,34295854,25218896,63947081,57753712,79654343,42001903,76108598,34862848
2021-01-08,32380319,29574248,64750282,21640981,72251991,41052182,21510824,74862590
2021-01-11,77953839,47404789,44612901,67700172,39982919,28235072,62570682,47301012
2021-01-12,78286491,67173294,15834938,72431222,28912274,54805997,58526018,49367815
2021-01-13,50544400,77689835,15807400,30216272,68846382,48595842,28632125,76840326
2021-01-14,75966110,54354977,61527165,24968904,33074543,33580353,20805802,60895464
2021-01-15,20303943,39747780,55059566,75225623,62222429,29079031,48905289,78982257
2021-01-18,30453951,56592940,26955489,71209323,69343225,24269988,71134592,17443647
2021-01-19,54051623,30634202,31184291,29024141,24224277,45076560,54476272,48867115
2021-01-20,46099208,63972147,21472036,79297005,74391030,19422747,78913851,36474535
2021-01-21,44805505,33373462,69263440,58740551,79812744,76907025,43600505,53434407
2021-01-22,62675854,58762279,48025767,62875190,58120249,56280224,55787148,15697757
2021-01-25,26004849,45071551,52921639,74366308,74586553,72200718,36424205,37695205
2021-01-26,59786626,75970874,68913525,23549906,41855869,41646165,56457120,20272098
2021-01-27,66588656,23194253,23043732,76021630,70112299,41005352,40243009,72665217
2021-01-28,38250723,52983054,52851687,65652891,48865726,39828186,30593665,45358701
2021-01-29,39214909,17469930,76712146,62298477,30554863,53712630,22285862,68397895
2021-02-01,61013251,15131936,35926786,69350568,16613955,19633572,24842280,36671013
2021-02-02,53692429,73557684,74026001,19736605,67632996,21072479,73148215,49385731
2021-02-03,44009512,53706462,16779892,39662982,71624007,34322171,58247902,41215716
2021-02-04,29084264,58922786,71695282,33858746,28872512,53596460,66044163,48592404
2021-02-05,43782808,70173904,58151442,34766009,20034971,56904082,74098593,66205004
2021-02-08,78037817,47133595,22252270,46953689,43104750,69863515,58603666,41162376
2021-02-09,55824950,34247186,46527173,22017191,45582499,25134683,40272569,66053228
2021-02-10,60961405,47609389,27931855,26465773,37055668,78425399,45736164,76172252
2021-02-11,37289150,70394229,44873351,41840949,77670026,42088585,28178056,52198120
2021-02-12,56727753,75016829,27369135,65165243,25257668,20908947,37946327,26663415
2021-02-15,22899284,53866902,70849873,69788653,30827633,40927576,62132108,45617047
2021-02-16,16003171,26924255,49474675,35871114,36320727,69408020,50952939,77098447
2021-02-17,64701515,46785895,51975535,48198605,30635118,30188429,75116445,43485259
2021-02-18,38992154,31232332,51956842,34577428,68400337,46468373,58856978,34580993
2021-02-19,63190951,34355898,25724646,65462526,51073811,30679604,77626600,68658557
2021-02-22,34677953,62701715,46892991,72246535,64779099,54687833,42566537,31619154
2021-02-23,49924917,28936930,64697456,28131778,77818252,75260170,22031474,23568477
2021-02-24,22045900,50059332,63660336,77465051,44981956,21678134,19164905,79364431
2021-02-25,33458292,77110920,58133323,51316540,69579485,45807750,21485355,50188183
2021-02-26,75332191,41787612,29165740,33669724,63913920,18307408,57891981,42940748
2021-03-01,73833246,44770053,23809609,42859798,37930517,49443729,15806951,21805060
2021-03-02,37089615,23580504,27284742,68225361,30463249,64669894,43057391,60911062
2021-03-03,78972639,53837854,34612525,61593954,62366573,26843767,20229907,51041405
2021-03-04,45600479,36384981,31468790,71820222,49723396,28066175,59832259,58731703
2021-03-05,15981883,58026369,77598272,53546764,54612446,15557715,76706213,51321765
2021-03-08,16668321,72489324,73732592,38658315,62309402,24956517,36862507,42598238
2021-03-09,28296138,34157828,70389859,35120689,40960887,43788810,27954939,32900340
2021-03-10,68625353,73954235,41635028,33724228,56149400,37703851,40414769,59204919
2021-03-11,58561742,44969114,39199460,60340134,60176156,34790649,29830758,65245264
2021-03-12,21154512,40443928,17958963,26923274,54446398,75798642,71090884,61241663
2021-03-15,41665895,78993927,68522967,72109753,37614427,27413430,79722537,36157168
2021-03-16,35536721,20219574,36819702,28439546,52683727,65033434,17172127,71359088
2021-03-17,40192630,63521856,58868696,71697546,73356021,33630194,73551557,33954434
2021-03-18,20418952,25387155,34756934,19871482,18967924,62780426,19254970,29110617
2021-03-19,69941336,70901099,28011582,67340974,52457291,70564943,71986125,72592844
2021-03-22,19264423,27433238,52322985,35970729,46192851,43294486,75086981,76064043
2021-03-23,58816762,27513887,78763664,52280046,45852433,79170683,31482429,15831653
2021-03-24,28816653,36569098,57232412,75951134,35961953,79823930,37652109,77739605
2021-03-25,23181883,21862758,73734685,72181150,55499190,76496139,61279819,25067284
2021-03-26,73638329,27718062,74853126,62996556,69639028,24401594,44944893,70791516
2021-03-29,30309784,49550325,23325344,36098829,43934847,40386791,30697178,45343724
2021-03-30,46927921,43362071,77866374,45050416,51373142,71511298,24275445,79148653
2021-03-31,38948053,75559306,39494969,63748140,69288748,61371969,41720601,52841062
2021-04-01,50074035,17670492,70758615,38253353,76711258,57053989,66969547,23528580
2021-04-02,42134365,55908853,57817546,18700568,58063408,16175471,20931143,33776781
2021-04-05,42670483,76175513,35254024,27565280,59461840,71912563,70011657,59273233
2021-04-06,67082388,29223887,43523531,48957984,39125615,71350103,64945743,16062467
2021-04-07,32640619,63077410,24232418,45717885,65181268,61221148,60532595,24283680
2021-04-08,57822943,17977299,61174654,73230799,38827633,50333614,56516313,60759142
2021-04-09,65134450,34711533,38694787,68520939,47400295,21070893,56439367,78773075
2021-04-12,66217069,60909954,40118435,24455545,57738045,19895201,61456296,72971788
2021-04-13,69610032,47329598,69725851,46236471,31268510,50648467,30762220,43231651
2021-04-14,37272887,77023737,53177208,41288869,35059394,19667217,34848924,27023020
2021-04-15,49533268,48119668,73927756,75289413,28434640,28204557,59163923,65323746
2021-04-16,35000738,53091886,61237206,60599339,37688956,75675025,23742608,64662087
2021-04-19,29804511,39928384,36992018,44910232,61465329,39755520,17140050,18145523
2021-04-20,33994397,66877712,63535529,75550542,50149177,77897939,27213648,41038055
2021-04-21,23568438,35017857,20556452,52371139,78771225,43666145,43394342,31993144
2021-04-22,33333734,17715548,38441318,40400119,54504214,79214312,21830971,27303216
2021-04-23,26872752,15779091,30110487,70142719,53338309,72824936,43718528,61836078
2021-04-26,51213515,59309829,21865999,44386947,53856859,29572271,51971130,44399587
2021-04-27,69445288,75887047,78282528,35852189,46126215,56052106,33298483,25230661
2021-04-28,69832046,26765788,22562635,30720865,38731254,70705050,15361116,33131191
2021-04-29,24625105,45725231,78706401,26918810,22347965,26839510,35792589,37596349
2021-04-30,62548564,50261362,24479622,65340446,79970412,26334437,20696528,43050645
2021-05-03,36654924,37744736,69767434,36652023,74485383,17807979,54264524,48423099
2021-05-04,24935869,46766658,51417182,55682015,37643090,54048002,15451420,53774853
2021-05-05,46845012,32742011,61922716,20668843,59511845,15559421,59442081,39105705
2021-05-06,56434749,29284450,75781695,56662694,21167324,31462731,38686362,61189539
2021-05-07,74586439,59526276,38862973,35677491,64266326,75730141,49377022,71596808
2021-05-10,74343149,16578458,21785932,79616968,26356782,63802782,65799853,24817103
2021-05-11,56835879,58752811,70238174,27210878,29000031,32974102,45948896,71659430
2021-05-12,61979309,40435339,51132737,56148264,78235849,31190120,66505436,31913581
2021-05-13,61482054,58563219,42026790,36505223,21466138,64660819,78585316,77415546
